14_cell_neg_4	neg
14_cell_neg_5	neg
14_cell_neg_6	neg
14_cell_neg_7	neg
14_cell_neg_8	neg
14_cell_neg_9	neg
14_cell_neg_10	neg
14_cell_neg_11	neg
14_cell_neg_12	neg
14_cell_neg_13	neg
14_cell_neg_14	neg
14_cell_neg_15	neg
14_cell_neg_16	neg
14_cell_neg_19	neg
14_cell_neg_20	neg
14_cell_neg_21	neg
14_cell_neg_22	neg
14_cell_neg_23	neg
14_cell_neg_24	neg
14_cell_neg_25	neg
14_cell_neg_26	neg
14_cell_neg_27	neg
14_cell_neg_28	neg
14_cell_neg_29	neg
14_cell_neg_30	neg
14_cell_neg_31	neg
14_cell_neg_32	neg
14_cell_neg_33	neg
14_cell_neg_34	neg
14_cell_neg_35	neg
14_cell_neg_36	neg
14_cell_neg_37	neg
14_cell_neg_38	neg
14_cell_neg_39	neg
14_cell_neg_43	neg
14_cell_neg_44	neg
14_cell_neg_45	neg
14_cell_neg_46	neg
14_cell_neg_47	neg
14_cell_neg_48	neg
14_cell_neg_49	neg
3_cell_pos_2	neg
3_cell_pos_3	neg
3_cell_pos_4	neg
3_cell_pos_5	neg
3_cell_pos_6	neg
3_cell_pos_7	neg
3_cell_pos_8	neg
3_cell_pos_9	neg
3_cell_pos_10	neg
3_cell_pos_11	neg
3_cell_pos_12	neg
3_cell_pos_13	neg
3_cell_pos_14	neg
3_cell_pos_15	neg
3_cell_pos_16	neg
3_cell_pos_17	neg
3_cell_pos_18	neg
3_cell_pos_19	neg
3_cell_pos_20	neg
3_cell_pos_21	neg
3_cell_pos_22	neg
3_cell_pos_23	neg
3_cell_pos_24	neg
3_cell_pos_25	neg
3_cell_pos_26	neg
3_cell_pos_27	neg
3_cell_pos_28	neg
3_cell_pos_29	neg
3_cell_pos_30	neg
3_cell_pos_31	neg
3_cell_pos_36	neg
3_cell_pos_37	neg
3_cell_pos_38	neg
3_cell_pos_39	neg
3_cell_pos_45	neg
3_cell_pos_46	neg
3_cell_pos_48	neg
3_cell_pos_49	neg
3_cell_pos_50	neg
3_cell_pos_51	neg
3_cell_pos_52	neg
3_cell_pos_53	neg
3_cell_pos_54	neg
3_cell_pos_55	neg
3_cell_pos_56	neg
3_cell_pos_57	neg
3_cell_pos_58	neg
3_cell_pos_59	neg
3_cell_pos_60	neg
3_cell_pos_61	neg
3_cell_pos_62	neg
3_cell_pos_75	neg
3_cell_pos_78	neg
3_cell_pos_79	neg
3_cell_pos_80	neg
3_cell_pos_94	neg
3_cell_pos_95	neg
3_cell_pos_96	neg
3_cell_pos_97	neg
3_cell_pos_98	neg
3_cell_pos_99	neg
