8_cell_neg_1	0.2	0.001	0.25	0.25	0	0	1	0	0	1	neg	I  reluctantly  bought  this  phone 	0.6095444323674064	0.3904555676325936
8_cell_neg_2	0.001	0.6	0.001	0.125	0	0	0	0	0	1	pos	because  my  Kyocera  Slider  suddenly  died  on  me  conveniently 	0.24781816267949697	0.752181837320503
8_cell_neg_3	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	3  months  after  VM  's  warranty  was  up 	0.5086321787629406	0.4913678212370594
8_cell_neg_4	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	and  i  had  just  purchased  a  $  20  phone 	0.5086321787629406	0.4913678212370594
8_cell_neg_5	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	card  +  had  airtime  credits 	0.5086321787629406	0.4913678212370594
8_cell_neg_6	0.5	0.001	0.625	0.001	1	0	0	0	0	0	pos	which  were  not  refundable  . 	0.7821522596114228	0.21784774038857727
8_cell_neg_7	0.5	0.001	0.625	0.001	1	0	0	0	0	0	neg	Now  i  am  not  a  teen 	0.7821522596114228	0.21784774038857727
8_cell_neg_8	0.45	0.001	0.625	0.5	1	0	0	0	1	0	pos	and  my  phone  and  things  do  not  receive  harsh  treatment  . 	0.786376757299558	0.21362324270044197
8_cell_neg_9	0.001	0.4	0.001	0.25	0	0	0	0	1	1	pos	My  kyocera  slider  actually  looked  like  new 	0.33419964279838066	0.6658003572016193
8_cell_neg_10	0.3670000000000001	0.2005	0.1875	0.1875	0	0	2	0	0	2	pos	when  it  died  with  no  scratches  what-so-ever  so  i  was  pretty  upset  . 	0.5925207912086634	0.40747920879133653
8_cell_neg_11	0.001	0.001	0.001	0.001	0	0	0	0	0	0	neg	After  multiple  calls  and  2  emails  to  VM 	0.5086321787629406	0.4913678212370594
8_cell_neg_12	0.12575	0.3333333333333333	0.25	0.3125	0	0	2	0	1	1	neg	it  was  pretty  clear  they  were  n't  going  to  do  anything  to  help  . 	0.41159521594804815	0.5884047840519518
8_cell_neg_13	0.001	0.001	0.001	0.001	0	0	0	0	0	0	neg	I  was  offered  a  replacement  slider  at  $  20  . 	0.5086321787629406	0.4913678212370594
8_cell_neg_14	0.5	0.001	0.25	0.5	0	0	2	0	1	0	neg	Obviously  I  did  n't  want  the  same  one 	0.7321964693858158	0.2678035306141841
8_cell_neg_15	0.2	0.001	0.001	0.001	0	0	0	0	0	0	neg	that  could  possibly  die  on  me 	0.5851409693022989	0.41485903069770114
8_cell_neg_16	0.001	0.001	0.125	0.125	0	0	1	0	0	1	neg	after  a  couple  of  months  so  like  i  was  saying 	0.5146143507137305	0.4853856492862695
8_cell_neg_17	0.5	0.001	0.25	0.001	0	0	1	0	0	0	neg	I  had  no  other  recourse 	0.7027863061145871	0.2972136938854129
8_cell_neg_18	0.001	0.001	0.001	0.001	0	0	0	0	0	0	neg	but  to  purchase  this  Audiovox  8610  . 	0.5086321787629406	0.4913678212370594
8_cell_neg_19	0.001	0.001	0.001	0.001	0	0	0	0	0	0	neg	By  the  way  AFTER 	0.5086321787629406	0.4913678212370594
8_cell_neg_20	0.001	0.001	0.001	0.001	0	0	0	0	0	0	neg	I  PURCHASED  THE  PHONE  AT  A  LOCAL  STORE  IN  TOWN 	0.5086321787629406	0.4913678212370594
8_cell_neg_21	0.001	0.001	0.001	0.001	0	0	0	0	0	0	neg	-LRB- 	0.5086321787629406	0.4913678212370594
8_cell_neg_22	0.001	0.001	0.001	0.25	0	0	0	0	0	1	neg	when  i  called  to  activate  the  phone  -RRB- 	0.5414852348663166	0.45851476513368333
8_cell_neg_23	0.001	0.001	0.001	0.001	0	0	0	0	0	0	neg	they  have  the  nerve 	0.5086321787629406	0.4913678212370594
8_cell_neg_24	0.001	0.2	0.001	0.001	0	0	0	0	0	0	neg	to  tell  me  that  I  could  `  ve  purchased  the  same  8610  from  them  at  a  discount  price  of  $  24.99 	0.4093097241706918	0.5906902758293082
8_cell_neg_25	0.001	0.001	0.001	0.001	0	0	0	0	0	0	neg	because  the  slider  died  . 	0.5086321787629406	0.4913678212370594
8_cell_neg_26	0.001	0.001	0.125	0.001	0	0	1	0	0	0	neg	The  f  !  @  %  ng  idiots  ! 	0.49763660117102815	0.5023633988289719
8_cell_neg_27	0.5	0.001	0.625	0.001	1	0	0	0	0	0	neg	HELLO  COULD  YA  NOT  HAVE  TOLD  ME  SOONER  ?  ?  ? 	0.7821522596114228	0.21784774038857727
8_cell_neg_28	0.001	0.001	0.001	0.125	0	0	0	0	0	1	neg	and  after  i  spent 	0.5264614093599682	0.4735385906400318
8_cell_neg_29	0.001	0.001	0.001	0.001	0	0	0	0	0	0	neg	$  50  +  tax  . 	0.5086321787629406	0.4913678212370594
8_cell_neg_30	0.001	0.001	0.001	0.001	0	0	0	0	0	0	neg	sheesh  ! 	0.5086321787629406	0.4913678212370594
8_cell_neg_31	0.001	0.001	0.001	0.125	0	0	0	0	0	1	neg	Anyway  back  to  the  phone  review  .  . 	0.5264614093599682	0.4735385906400318
8_cell_neg_32	0.001	0.001	0.25	0.001	0	0	1	0	0	0	neg	the  ringer  is  indeed  low 	0.4935351297431141	0.5064648702568859
8_cell_neg_33	0.001	0.001	0.001	0.001	0	0	0	0	0	0	neg	as  others  have  reported  here  . 	0.5086321787629406	0.4913678212370594
8_cell_neg_34	0.5	0.001	0.2083333333333333	0.001	0	0	3	0	0	0	neg	Its  so  low  that  if  its  in  my  purse  i  ca  n't  even  hear  it  ! 	0.6882886949807693	0.3117113050192307
8_cell_neg_35	0.001	0.001	0.001	0.001	0	0	0	0	0	0	neg	WTF  ?  ?  ? 	0.5086321787629406	0.4913678212370594
8_cell_neg_36	0.5	0.001	0.25	0.001	0	0	1	0	0	0	neg	Also  the  battery  life  sucks  ,  no  sooner  does  the  thing  ring  and  the  batteries  at  half  . 	0.7027863061145871	0.2972136938854129
8_cell_neg_37	0.001	0.6	0.001	0.75	1	0	1	0	0	0	neg	It  also  does n't  get  good  service  with  the  VM\/Sprint  network  , 	0.35065698747417906	0.6493430125258209
8_cell_neg_38	0.001	0.001	0.001	0.001	0	0	0	0	0	0	neg	my  slider  had  xcellent  service  w\/it 	0.5086321787629406	0.4913678212370594
8_cell_neg_39	0.001	0.001	0.625	0.001	1	0	0	0	0	0	neg	despite  everything 	0.556041132167491	0.443958867832509
8_cell_neg_40	0.2	0.001	0.125	0.001	0	0	1	0	0	0	neg	and  rarely  if  ever  dropped  calls  . 	0.5797892189788165	0.4202107810211834
8_cell_neg_41	0.001	0.001	0.001	0.125	0	0	0	0	0	1	neg	So  I  `  ve  had  it  5  days  and  I  'm  considering 	0.5264614093599682	0.4735385906400318
8_cell_neg_42	0.001	0.001	0.001	0.001	0	0	0	0	0	0	neg	attempting  to  bring  it  back 	0.5086321787629406	0.4913678212370594
8_cell_neg_43	0.001	0.001	0.001	0.001	0	0	0	0	0	0	neg	where  I  purchased  it  from  . 	0.5086321787629406	0.4913678212370594
8_cell_neg_44	0.35	0.001	0.375	0.125	0	2	2	0	0	1	neg	However  i  do  n't  want  to  buy  an  expensive  phone  from  VM 	0.7299711544392928	0.2700288455607071
8_cell_neg_45	0.001	0.001	0.001	0.25	0	0	0	0	0	1	neg	because  I  'm  seriously  reconsidering  continuing  w\/them  . 	0.5414852348663166	0.45851476513368333
8_cell_neg_46	0.001	0.001	0.001	0.001	0	0	0	0	0	0	neg	The  way  I  see 	0.5086321787629406	0.4913678212370594
