6_cell_pos_1	0.001
6_cell_pos_2	0.75
6_cell_pos_3	1.0
6_cell_pos_4	0.001
6_cell_pos_5	0.001
6_cell_pos_6	1.0
6_cell_pos_7	0.75
6_cell_pos_8	1.0
6_cell_pos_9	0.75
6_cell_pos_10	0.6666666666666666
6_cell_pos_11	0.4
6_cell_pos_12	0.001
6_cell_pos_13	0.001
6_cell_pos_14	1.0
6_cell_pos_15	1.0
6_cell_pos_16	1.0
6_cell_pos_17	1.0
6_cell_pos_18	0.001
6_cell_pos_19	0.75
6_cell_pos_20	0.75
6_cell_pos_21	0.001
6_cell_pos_22	0.001
6_cell_pos_23	0.8
6_cell_pos_24	1.0
6_cell_pos_25	1.0
6_cell_pos_26	0.001
6_cell_pos_27	0.3333333333333333
6_cell_pos_28	0.4
6_cell_pos_29	0.001
6_cell_pos_30	1.0
6_cell_pos_31	0.001
6_cell_pos_32	1.0
6_cell_pos_33	0.8333333333333334
6_cell_pos_34	0.001
6_cell_pos_35	0.001
6_cell_pos_36	0.001
6_cell_pos_37	1.0
6_cell_pos_38	0.001
6_cell_pos_39	0.8
6_cell_pos_40	1.0
6_cell_pos_41	1.0
6_cell_pos_42	0.001
6_cell_pos_43	0.8
6_cell_pos_44	1.0
6_cell_pos_45	0.001
6_cell_pos_46	0.001
6_cell_pos_47	0.001
6_cell_pos_48	0.25
6_cell_pos_49	1.0
6_cell_pos_50	0.8
6_cell_pos_51	0.001
6_cell_pos_52	0.3333333333333333
6_cell_pos_53	1.0
6_cell_pos_54	1.0
6_cell_pos_55	0.001
6_cell_pos_56	0.001
6_cell_pos_57	0.001
6_cell_pos_58	0.3333333333333333
6_cell_pos_59	0.6666666666666666
6_cell_pos_60	0.001
6_cell_pos_61	1.0
6_cell_pos_62	1.0
6_cell_pos_63	0.6666666666666666
6_cell_pos_64	0.001
6_cell_pos_65	0.001
6_cell_pos_66	1.0
6_cell_pos_67	0.001
6_cell_pos_68	0.001
6_cell_pos_69	1.0
6_cell_pos_70	1.0
6_cell_pos_71	1.0
6_cell_pos_72	0.001
6_cell_pos_73	0.75
6_cell_pos_74	1.0
6_cell_pos_75	0.001
6_cell_pos_76	1.0
6_cell_pos_77	0.001
6_cell_pos_78	1.0
6_cell_pos_79	0.3333333333333333
6_cell_pos_80	1.0
6_cell_pos_81	1.0
6_cell_pos_82	0.001
6_cell_pos_83	0.001
6_cell_pos_84	0.001
6_cell_pos_85	0.001
6_cell_pos_86	0.001
6_cell_pos_87	0.6666666666666666
6_cell_pos_88	0.001
6_cell_pos_89	0.8333333333333334
6_cell_pos_90	1.0
6_cell_pos_91	1.0
6_cell_pos_92	0.3333333333333333
6_cell_pos_93	0.6666666666666666
6_cell_pos_94	0.6666666666666666
6_cell_pos_95	0.001
