13_cell_neg_3	neg
13_cell_neg_4	neg
13_cell_neg_5	neg
13_cell_neg_11	neg
13_cell_neg_12	neg
13_cell_neg_13	neg
13_cell_neg_14	neg
13_cell_neg_15	neg
13_cell_neg_16	neg
13_cell_neg_17	neg
13_cell_neg_18	neg
13_cell_neg_19	neg
13_cell_neg_20	neg
13_cell_neg_21	neg
13_cell_neg_22	neg
13_cell_neg_23	neg
13_cell_neg_24	neg
13_cell_neg_25	neg
13_cell_neg_26	neg
13_cell_neg_27	neg
13_cell_neg_28	neg
13_cell_neg_29	neg
13_cell_neg_30	neg
13_cell_neg_31	neg
13_cell_neg_32	neg
13_cell_neg_33	neg
13_cell_neg_34	neg
13_cell_neg_35	neg
13_cell_neg_36	neg
13_cell_neg_37	neg
13_cell_neg_38	neg
13_cell_neg_39	neg
13_cell_neg_40	neg
13_cell_neg_41	neg
13_cell_neg_42	neg
13_cell_neg_43	neg
13_cell_neg_44	neg
13_cell_neg_45	neg
6_cell_pos_12	neg
6_cell_pos_13	neg
6_cell_pos_14	neg
6_cell_pos_51	neg
6_cell_pos_52	neg
6_cell_pos_53	neg
6_cell_pos_60	neg
6_cell_pos_61	neg
6_cell_pos_62	neg
6_cell_pos_63	neg
6_cell_pos_64	neg
6_cell_pos_65	neg
6_cell_pos_68	neg
6_cell_pos_69	neg
6_cell_pos_70	neg
6_cell_pos_71	neg
6_cell_pos_73	neg
6_cell_pos_74	neg
6_cell_pos_80	neg
6_cell_pos_81	neg
6_cell_pos_90	neg
1_kitchen_pos_1	neg
1_kitchen_pos_2	neg
1_kitchen_pos_3	neg
1_kitchen_pos_4	neg
1_kitchen_pos_5	neg
1_kitchen_pos_38	neg
1_kitchen_pos_39	neg
1_kitchen_pos_55	neg
1_kitchen_pos_56	neg
1_kitchen_pos_57	neg
1_kitchen_pos_58	neg
1_kitchen_pos_59	neg
1_kitchen_pos_60	neg
1_kitchen_pos_61	neg
1_kitchen_pos_62	neg
1_kitchen_pos_67	neg
1_kitchen_pos_68	neg
1_kitchen_pos_69	neg
1_kitchen_pos_70	neg
1_kitchen_pos_71	neg
1_kitchen_pos_72	neg
1_kitchen_pos_73	neg
1_kitchen_pos_74	neg
1_kitchen_pos_75	neg
1_kitchen_pos_76	neg
1_kitchen_pos_77	neg
1_kitchen_pos_78	neg
1_kitchen_pos_79	neg
1_kitchen_pos_80	neg
1_kitchen_pos_81	neg
1_kitchen_pos_82	neg
1_kitchen_pos_83	neg
